"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J8";"TerminalBlock_TE_282834-2_1x02_P2.54mm_Horizontal";1;"Screw_Terminal_01x02";;;
2;"J7";"PinSocket_1x03_P2.54mm_Vertical";1;"Conn_01x03_Male";;;
3;"J6,J5,J4,J3,J2";"TerminalBlock_TE_282834-3_1x03_P2.54mm_Horizontal";5;"Screw_Terminal_01x03";;;
4;"Logo1";"OSHW-Symbol_6.7x6mm_SilkScreen";1;"Logo_Open_Hardware_Small";;;
5;"H4,H3,H2,H1";"MountingHole_3.2mm_M3_DIN965_Pad";4;"MountingHole";;;
6;"C1,C2";"C_2312";2;"10uF_t";;;
7;"A1";"Arduino_Nano";1;"Arduino_Nano_v3.x";;;
8;"J1";"PinSocket_1x10_P2.54mm_Horizontal";1;"Conn_01x10_Female";;;
